1,4011
1,647
1,-14
2,8217
263,2677
80,3461
1,773
1,72
3,2913
2,749
73,1426
41,2362
4,-2
1,-2
2,627
3,629
4,632
1,636
2,8219
1,264
139,61612
1,81
4,-2
2,-5
90,215
1,-16
3,-3
2,50
51,7195
1,592
5,8276
1,-3
10,739
1,-8
20,9103
1,8221
1,1
2,-812
7,1026
3,5039
1,0
5,1869
4,377
1,11
10,90
2,4
2,1804
8,8721
14,33119
3,436
1,-23
3,8729
3,1468
2,8222
2,12379
2,8224
1,8226
2,201
1,3
10,7246
71,8227
2,8298
1,3
18,1275
3,92
1,10605
1,-53
1,-26
43,1639
67,22142
4,167
2,22209
3,-2
1,3087
106,638
9,2407
3,1
1,8300
1,39478
2,-5
2,-3
1,27756
5,68
2,1097
1,-1
1,3014
3,-2
2,593
1,132
4,19465
1,8886
1,2
2,397
1,2766
1,-1
5,1052
73,1212
3,247
2,250
2,252
3,3264
2,491
1,-17
1,-5
3,8887
9,30830
2,1874
16,238
1,-2
5,-2
1,-7
1,452
149,27757
1,-19
1,10606
1,33133
1,33134
2,-1
1,-18
1,-7
1,27906
1,9129
2,-51
1,-11
1,2696
22,893
1,-49
1,-56
1,1082
1,-2
1,-6
2,1
1,-7
2,23810
1,-2
2,108
1,-2
1,-9
5,8
2,51
1,0
10,1699
1,353
2,232
2,310
46,2448
1,0
141,26
1,0
1,-8
1,4572
1,-810
4,1358
1,-4
414,661
2,211
1,-7
1,-2
1,-3
2,1132
1,-4
3,1532
1,0
1,-19
2,-6
2,-10
16,209
1,1
3,73
1,-16
2,81
2,0
2,40961
3,719
1,-1
1,0
1,0
1,-5
1,-4
103,70
1,7650
1,0
3,-3
3,16500
1,0
1,-6
2,26396
3,26398
3,-1
1,3649
1,-21
41,16503
1,-3
1,-1
1,1505
1,1
3,-1
5,305
1,-6
15,13
3,-2
2,238
3,21768
1,-55
2,258
1,0
1,-12
1,889
1,-3
1,-38
2,2411
1,-3
1,65
3,6968
4,350
1,-15
1,-7
2,-2
1,0
1,49
1,-34
2,702
2,33135
2,544
1,115
2,4814
1,-19
3,69
1,-3
2,-9
2,5654
2,0
3,28
2,613
3,49
233,-81
1,-16
2,-5
1,-29
1,-4
1,0
2,0
1,2688
1,-2
3,2689
1,0
5,118
2,33137
1,-4
1,-5
9,32658
13,-8
8,-1
1,-22
6,-4
1,149
2,43
3,1285
2,-17
1,360
1,-7
30,-8
2,27907
2,212
1,27909
1,27910
4,263
1,-6
1,0
1,1416
2,48
46,35
2,30
3,25
1,-8
2,76744
2,32
3,-2
1,2684
1,-1
2,38792
1,27911
14,9
1,47
2,-2
1,48
2,199
1,49
2,177
278,3969
21,-356
1,22
2,26355
1,-335
1,400
4,354
2,313
2,0
1,26357
1,-229
2,26401
1,474
2,8301
2,26403
3,-228
1,-5
780,-409
1,-3
206,8303
1,-8
10,599
1,-1
2,24
3,616
1,-54
1,-37
111,-56
497,31
3,2984
1,21
3,-1
1,82
233,-122
1,-9
15,2482
1,-13
6,-3
22,-12
1,-10
3,3
39,377
1,2
3,-6
3,65
1,-3
2,16
1,-71
6,76746
2,358
1,-2
3,4079
205,53474
1,-14
1,26
1,-15
84,8509
6,3621
2,31
1,-3
1,0
1,0
1,192
1,8593
4,2
2,53679
2,819
3,5152
1,53
33,4082
2,-1
2,442
1,4
51,4115
2,427
115,1480
2,-5
1,0
2,-1
1,-52
1,3015
1,0
1,753
2,-35
2,4893
1,754
1,-1
1,4166
2,17
3,-2
2,4895
1,25
1,4892
2,26
1,4167
1,14
1,424
1,-225
1,4897
1,1
2,6647
1,27912
1,1428
2,921
3,0
1,0
1,-15
2,13
1,6656
2,51
1,260
59,10807
1,237
1,198
1,8594
2,351
1,1016
2,61075
2,8
1,1595
12,-8
1,7107
1,12381
1,-4
3,40
1,-4
1,47
5,231
1,19469
1,0
1,1
2,170
45,7651
1,-3
2,1876
3,36233
1,388
1,21
3,-4
1,247
2,7
3,8595
2,8
1,8598
1,28850
1,95
2,5295
1,-1
1,246
1,1339
2,10
2,381
1,8774
2,-14
1,-15
1,-3
6,29359
1,-33
11,62
1,-4
2,964
2,9407
5,101
6,-5
1,0
1,-2
12,172
1,5
3,98
87,77
2,16544
4,240
1,-1
250,913
60,26500
95,26405
1,-2
1,240
2,-1
1,-7
1,0
1,18
8,8599
3,8607
2,-77
1,-6
1,0
1,95
5,2693
2,-9
1,399
4,-2
4,-7
3,8610
1,401
1,8775
1,284
1,-20
1,28851
1,36236
1,-21
1,0
1,23
1,2282
1,0
18,-10
4,-3
1,-1
3,6606
11,-6
2,-1
7,219
2,9130
5,16546
1,8613
30,246
3,-12
249,8614
2,-51
1,-47
1,-6
1,61
3,-28
1,166
52,-25
1,1653
3,53681
3,-49
2,28852
1,83
2,34
1,13
51,8864
3,8915
1,-14
2,-46
5,8918
1,11574
1,0
1,0
2,8923
1,1112
1,8863
1,3
1,3885
1,0
1,96
248,-86
4,-49
2,639
1,2698
1,40963
2,-1
1,31
3,5808
2,40964
2,40966
2,8776
20,-13
1,1639
1,1244
4,1144
2,6609
1,1806
2,892
88,-46
2,2115
3,894
1,2981
3,19470
1,897
2,7
1,1640
3,3365
1,40968
2,3639
4,2488
1,-1
3,453
1,-304
4,53684
2,-303
2,-301
4,1071
1,8778
1,-8
1,1641
3,64
3,-19
1,-14
1,-26
3,573
1,669
3,8925
1,0
1,-1
2,313
1,26560
2,2378
2,8928
1,26561
2,2103
2,8779
1,-36
1,8782
1,-3
1,22211
1,78
2,22212
420,236
2,33
2,51
149,1179
1,28
4,-20
32,2
272,-207
1,-6
1,3570
1,163
27,13309
9,-4
89,22214
2,2000
2,22303
1,1613
2,-16
44,120
1,-11
2,7384
1,261
24,1288
1,979
1,8930
1,1322
1,1470
185,-104
1,-17
2,8931
1,898
2,28854
1,-8
2,7256
2,0
2,2
1,0
1,369
1,2352
33,366
3,1029
1,27913
1,-70
1,5319
1,27914
2,244
67,2002
4,88
1,469
2,-14
1,0
5,4898
1,0
3,149
70,40969
250,-96
2,28856
1,-1
2,76
4,488
5,30
2,10607
1,-5
1,-4
5,1431
3,1099
3,528
1,-2
1,103
1,1
3,2083
406,44677
1,41039
1,41040
3,8790
6,189
1,2757
5,0
2,5
1,0
1,22305
173,281
1,2
112,-61
1,1312
1,-2
1,4012
1,187
2,-4
1,6517
1,-8
1,-46
2,26562
2,26564
2,722
1,2758
1,26358
1,1
1,-2
5,51
1,4903
1,662
2,593
4,4168
1,0
34,595
1,139
2,-1
3,4172
2,153
3,1217
1,-16
1,-32
2,29
2,498
1,-5
181,641
2,221
22,223
1,-809
1,786
2,906
3,579
1,7
2,1536
5,3605
2,28
1,28858
1,-1
1,0
157,-808
321,227
1,920
2,4146
38,-24
74,33139
42,4291
27,-11
2,10866
1,0
8,28859
1,-22
3,-1
6,2394
1,-7
2,28867
1,96
1,-13
1,314
1,7
3,30530
1,178
36,9846
15,145
1,30533
1,1
2,1901
68,32667
2,17865
9,1682
6,8933
2,13997
3,21
1,-53
2,3607
1,78
1,-651
1,-3
142,46697
1,1
1,0
1,0
1,3
1,4
1,254
1,503
11,8939
10,-6
2,-11
5,41041
5,8956
6,8950
4,41046
1,-21
1,0
1,41050
1,237
11,33213
3,36989
1,0
3,896
2,8961
2,-1
1,-13
1,8963
2,-12
2,-10
1,8
3,-8
1,-5
1,-5
1,-35
1,10609
106,-64
3,8781
2,5761
2,-4
2,-2
2,81
2,8784
1,0
1,5763
1,546
3,80
2,181
1,-1
1,-4
2,562
1,-11
1,-15
8,1314
3,1916
1,9
3,-17
2,51
2,4013
2,1203
2,256
1,-7
3,32
3,5042
79,-14
4,42
1,10534
2,68
1,-11
2,-22
2,139
1,1057
2,855
1,3641
1,-6
1,0
175,7258
1,9234
5,-16
1,-5
2,41051
1,-6
5,-8
1,-4
1,-1
4,-2
2,34623
5,-38
2,4679
6,7
5,3193
1,9132
1,37
1,-10
1,-1
1,0
1,1313
192,410
1,-48
3,6
1,-17
1,-4
2,2020
1,470
3,-47
1,0
3,2
2,4573
3,19473
1,-12
3,6161
1,-1
4,19476
5,-3
1,0
1,-25
3,150
1,4211
4,-11
3,92
2,102
2,-16
54,-36
2,167
1,-7
2,1017
1,-15
2,1
1,-5
1,-18
1,645
1,18
1,-9
1,-18
1,-1
2,-44
1,107
1,-4
1,0
1,-21
1,-14
1,16
1,1
1,0
2,1
1,0
1,0
296,21
2,0
1,3
2,293
314,-40
2,364
2,-6
10,751
1,-15
1,3368
1,12
3,98
1,858
1,761
1,-1
3,-13
2,53
23,360
1,822
2,1019
1,-2
1,-10
2,2
2,689
76,2546
1,62
208,-71
1,-5
5,4816
1,0
2,-1
5,-29
1,243
1,31
1,-4
4,3
3,70
3,-3
1,-8
2,4821
2,571
3,163
16,531
4,72
4,3346
1,101
1,-20
1,-13
1,-51
3,7696
68,295
1,-4
1,0
1,0
5,12
1,-2
1,-10
1,20803
93,-63
1,-11
7,-18
1,-9
2,2622
3,9
1,0
11,-10
3,173
4,555
1,0
2,60
1,-31
4,-4
2,4
3,-2
3,-2
8,-5
1,-5
2,1342
1,-28
2,-1
3,21
2,145
1,3203
1,0
1,2
1,22
2,2
1,182
1,0
2,953
5,2814
4,1462
3,192
4,2556
21,-16
1,-15
1,-3
1,0
3,-5
1,-1
1,0
1,-8
2,1594
1,-1
2,143
2,447
1,0
1,-3
6,20804
4,99
2,118
1,0
2,20
1,0
3,23480
1,0
5,155
1,-1
7,-5
1,0
1,26359
1,-6
1,26360
4,85
1,3
1,-8
1,1
1,823
1,2418
2,-1
1,-1
3,-1
1,-8
1,-12
88,-46
1,-21
3,53688
1,383
1,-2
6,-334
1,2049
6,88
3,433
1,-328
1,-2
1,-4
1,3967
28,1709
3,5656
31,315
1,-8
5,-2
2,17
1,4
2,62
3,2767
1,2413
1,0
1,-1
1,6858
1,-11
4,22
1,-52
1,3016
1,-1
1,-5
1,770
2,-10
4,15911
1,1903
1,-30
1,-4
2,-22
7,-6
1,239
1,0
2,147
1,73
4,15915
2,1867
120,-67
2,-2
1,0
1,134
1,-1
1,-1
1,7
161,2327
2,-10
1,74
1,-12
1,0
3,891
1,32735
1,1
1,-1
2,8964
2,1702
2,2069
1,-1
1,3
1,-7
1,105
1,-42
4,825
1,-6
2,8966
1,-3
3,-2
1,-6
7,-3
2,-1
3,23
2,44
1,1
1,-34
2,4148
3,1
7,112
1,352
2,333
3,381
1,40
47,-20
2,283
3,-1
2,120
1,1559
1,44
1,-4
2,8968
3,466
2,0
2,2367
1,4048
1,8970
16,0
1,0
5,173
1,-3
1,383
2,1617
1,9238
267,8971
1,-1
3,438
2,547
1,420
1,5469
1,3
2,0
1,1742
2,1878
1,0
30,-13
2,5764
5,4175
1,1
103,4180
19,12382
1,4283
59,4284
1,163
4,2022
116,12401
3,4343
1,28869
3,4346
1,4349
2,7699
2,71
2,26566
2,26568
1,4
1,6
3,5470
2,-4
1,5473
8,-6
2,4350
4,135
1,0
1,-13
1,193
2,4
1,-11
1,0
2,138
1,179
2,147
1,-327
1,0
1,305
2,154
1,2542
1,-1
2,3621
1,1663
1,9239
1,-1
1,0
6,310
1,2987
2,1362
1,-17
7,865
2,1364
2,2031
1,7
2,9240
3,4
1,4434
1,5766
1,-3
2,4150
2,21
12,226
3,-380
1,-29
2,-401
1,246
1,28870
2,-97
1,1922
2,-1
2,-399
2,-1
2,445
1,447
1,0
5,448
13,857
5,397
1,104
1,243
1,-3
1,9242
4,0
5,585
4,1147
5,1880
3,2033
2,2201
4,9243
4,366
1,15
2,513
1,-13
1,320
2,12745
1,7
3,4352
1,453
4,277
2,4355
4,36237
1,-6
2,-7
1,1317
2,23812
6,23814
5,65
5,179
60,-32
1,8786
1,4
2,145
1,111
1,-8
1,1
2,1341
1,1523
1,429
1,36
2,909
1,-2
2,966
279,3152
31,9247
1,2433
3,2419
4,9278
1,33
1,370
2,-5
1,9282
1,9909
68,34
1,9910
8,318
2,6
72,1465
2,25
2,52
1,2
1,39
1,248
11,1344
2,2574
1,9283
1,1885
1,-9
1,4
11,9284
4,52
3,9295
423,9298
2,10610
127,87
22,1537
241,744
64,2233
2,1176
3,140
250,-186
129,4707
2,807
1,0
3,27915
4,261
6,-4
27,492
2,1
26,4823
1,32760
4,32761
4,493
3,27918
3,175
1,0
63,-45
2,191
194,53691
1,-45
1,0
1,16
2,-1
3,27921
1,37
50,1642
1,41053
4,13376
3,5767
2,1692
3,9721
1,-50
3,326
117,-39
13,53885
1,169
2,6
2,793
2,27924
1,-8
1,-27
2,-2
2,142
6,2492
1,0
118,1075
1,-13
3,1923
1,203
1,3
3,44
5,766
1,2071
1,-6
3,22
1,22308
2,22306
2,74
3,363
2,-415
1,7701
1,-3
1,810
3,2336
2,-2
1,64
2,76
2,5297
1,-4
1,530
1,2036
2,65
2,566
2,662
1,-2
2,-7
5,87
3,1694
1,83
1,-4
1,35
2,-1
1,894
2,2
1,5
1,-3
428,18199
2,16
1,315
1,92
2,3043
1,-18
63,2416
1,-3
3,95
2,4973
1,-69
6,27579
2,1
7,3059
1,0
131,2781
1,41054
1,-8
1,2262
1,2770
1,21
1,33
7,721
2,6
2,-12
2,25
2,53
1,21270
293,-152
25,-23
1,475
1,179
2,412
1,0
1,415
3,-33
2,1240
2,0
1,143
2,-8
1,-10
1,5109
1,-12
1,100
1,113
1,-1
1,-9
1,26361
4,48
1,1757
1,-16
2,122
2,3336
2,1888
1,0
1,83381
3,14245
1,0
3,3399
2,79
1,824
2,2037
1,338
2,2535
8,-5
2,55
2,5299
1,28871
1,-51
90,609
1,131
1,0
2,12
1,0
1,455
1,-2
1,4789
1,1886
1,870
3,117
3,34625
64,27926
2,192
1,28
3,888
6,2203
19,-1
2,286
4,3347
1,27990
2,6537
39,-16
1,1887
1,23
5,18
1,24
2,25
1,27
2,-1
1,36992
3,27991
2,204
1,227
1,2295
1,345
1,27904
3,384
1,44
1,2819
2,170
3,27994
5,187
6,11384
3,27997
1,372
2,53
3,309
3,238
38,4729
1,17
1,24
1,2315
16,0
196,-21
1,34628
3,-3
2,871
1,41055
1,681
2,1081
1,41056
7,338
1,9724
1,-6
3,6611
1,4239
1,9725
2,9726
1,9728
1,21
1,1642
1,-3
87,2419
3,-2
2,0
1,21
3,667
1,0
1,1
3,205
109,9729
1,-7
1,1497
23,186
3,41
1,133
4,16
4,355
1,-3
1,0
2,2699
3,549
4,3968
1,0
4,15
32,4063
1,264
1,590
1,-16
1,411
1,41
2,552
2,54
2,-1
5,6513
3,4015
3,1904
1,9
1,-10
12,16551
2,16563
1,3034
1,0
1,32736
2,12920
4,204
2,193
1,19600
4,-3
113,28872
1,1596
13,3003
1,172
2,1933
18,15008
1,0
2,16565
23,126
2,28985
4,409
2,382
4,38
1,-2
1,1102
5,16567
1,2466
3,-7
1,0
3,541
1,-1
173,222
1,4904
4,4905
2,63
1,36993
1,0
1,16573
2,4909
2,554
1,16574
1,16572
1,23075
13,44
1,-6
1,-7
1,572
3,41057
1,1582
2,16575
2,547
2,559
1,170
97,-49
2,824
1,561
1,0
2,4911
2,826
2,110
3,1888
1,0
1,556
1,26570
1,2039
2,26571
1,1114
2,16577
1,-44
2,16579
2,4885
3,144
40,-7
134,-48
1,1
1,7702
1,557
1,-2
79,1086
76,2761
1,36994
5,1404
146,-40
1,-6
4,47
2,359
2,637
1,1697
1,639
3,787
1,640
1,641
3,9634
2,17
2,642
2,12747
107,341
1,395
7,1698
2,128
15,16581
11,1636
23,20265
1,4571
2,632
1,-10
2,28987
3,556
1,1498
2,968
218,6308
1,899
1,16596
2,1506
5,36995
1,826
3,45
4,16976
3,2072
1,-17
1,63
2,-1
1,1878
1,8890
1,16980
2,2075
2,399
3,2498
1,1727
2,41060
64,34629
2,0
2,-342
13,4790
2,9838
2,1
1,-64
1,0
2,5691
2,9840
96,919
2,958
1,0
4,25
1,960
1,-8
1,-5
2,458
1,-2
2,6971
1,6973
1,-28
3,4803
1,3
1,6974
3,3066
3,-5
2,70
1,79
3,166
2,201
6,629
2,1294
10,592
1,-10
2,149
1,32737
1,-21
1,-11
1,79
1,84
46,9235
3,20
1,-20
1,9123
1,426
4,41
1,128
2,1271
61,1377
1,-1
2,123
1,-4
3,882
44,1314
1,581
2,1358
2,-13
4,7712
3,-11
1,26573
1,26574
2,536
3,4022
2,795
6,68
3,1306
48,-24
4,538
1,4898
3,1328
1,9842
2,0
1,-50
1,4862
3,439
7,17
2,8891
3,3402
10,10612
1,1198
1,644
1,0
1,2296
4,34
4,804
3,1
4,645
3,3757
5,2806
19,6139
1,28989
1,1
3,3857
3,36241
1,-49
1,2263
1,-24
6,343
10,1478
1,1
20,-10
2,105
1,74
6,75
1,16981
1,21
2,1366
1,-33
1,80
1,2022
3,334
3,199
3,16982
2,-1
3,430
3,245
3,231
1,-1
5,241
19,1927
1,1926
2,0
3,2580
21,859
106,8893
3,14653
1,-14
1,135
1,-5
1,32765
72,3609
2,549
112,45083
192,9124
1,-1
162,-51
1,0
1,0
3,3007
1,743
3,1293
1,-5
2,5
1,1705
2,20810
1,-1
145,70
1,14656
2,20812
1,20814
3,732
11,16
1,9
1,27
1,5770
4,28000
2,344
1,-16
1,249
1,1175
1,943
1,-44
3,8362
1,0
351,11400
1,-17
1,682
3,185
10,4333
4,-41
3,1706
1,16
1,0
2,1709
3,4850
3,-37
164,2494
1,221
3,-34
1,0
181,-33
16,-15
72,689
1,-14
1,-1
1,64
1,0
3,1526
2,288
1,-4
1,0
1,9316
3,229
152,1165
4,448
177,15
30,-30
1,0
9,15
1,0
1,-1
2,321
1,-13
15,-10
2,0
1,153
2,0
1,-7
1,-11
1,0
3,-3
1,-5
1,0
3,18
108,1015
1,-2
1,-20
3,637
1,-6
1,-1
1,22309
2,4012
1,19
3,64
8,2991
1,55
1,0
1,-1
1,95
1,-5
3,-326
1,-8
1,-20
1,4
1,7
1,-19
4,280
6,1008
3,70
11,354
3,6706
1,995
193,166
1,0
9,7433
1,0
3,129
5,1
1,0
1,-24
1,96
1,0
3,-1
4,27
1,-9
3,-1
1,359
1,-14
1,54
1,384
1,3
7,-4
1,-3
1,-25
1,31
1,-1
1,0
1,0
1,-2
1,0
1,0
3,1123
1,955
1,-4
1,0
1,1155
2,-1
5,265
1,46
1,-4
2,6975
1,-10
3,-2
3,2779
1,-48
1,284
1,6977
1,29
2,3681
3,14
2,8365
1,-1
1,-5
2,1065
1,18
3,313
1,2820
1,366
1,6141
82,-46
3,7703
1,-14
3,377
1,-26
3,7706
1,-11
1,-3
2,509
3,106
1,0
1,-7
1,8
1,1429
9,36
1,1067
1,147
1,102
1,73
2,2836
1,-3
77,50
1,447
1,517
2,7709
3,57
1,2688
4,3698
1,-16
1,1
2,127
1,129
3,16
1,2
227,-19
1,0
1,32738
1,4648
1,0
1,834
6,1014
1,-7
4,4468
2,1323
1,-2
1,4913
3,9317
1,-2
71,497
1,0
3,316
1,0
2,1241
3,26362
3,4369
3,37
6,542
1,100
4,151
1,-11
39,2760
1,1891
2,959
1,-7
1,0
1,224
128,-323
3,7711
1,-6
1,1
3,12
2,41062
49,6142
1,26365
132,1338
3,41064
412,3459
1,349
1,-14
1,-2
1,15
1,-5
1,722
278,-163
1,426
4,26575
2,273
1,-8
1,35
1,2771
1,0
1,-5
1,-15
1,0
36,892
1,-9
1,41067
1,-3
3,-2
1,1
1,734
1,1529
1,1710
105,-46
35,4914
3,4949
1,-49
1,23
1,-5
1,9843
5,53898
3,1471
1,-2
6,4362
2,61
1,4368
1,0
1,147
1,4952
1,56
3,19
4,33
1,1
1,41068
1,1883
3,4152
3,698
4,1836
2,376
3,42
1,1360
1,210
1,1914
1,-11
3,568
1,4953
1,-15
1,-11
3,40
1,0
12,32739
2,1417
3,-218
3,615
11,-13
1,339
2,38
1,12
35,-11
4,7716
1,1
3,136
3,2
124,4887
1,1
4,6
2,7
2,7
1,83
1,4806
3,-1
3,1161
1,32751
1,28
1,366
3,43
2,193
1,-6
2,-299
3,-297
73,6158
7,1348
2,-397
1,-4
2,-2
1,6649
1,-3
3,-290
1,-294
3,-293
1,-287
1,-10
4,41069
2,-7
2,9844
2,19352
3,120
2,-1
